warm,autism1,gmo1,ftblack,ftwhite,fthisp,ftasian,ftmuslim
1,1,1,26,63,27,63,23
2,2,2,31,42,32,42,32
1,-1,-1,80,87,53,99,5
2,2,2,45,46,57,47,55
1,2,2,51,81,70,94,19
1,2,2,100,100,73,100,100
2,2,1,90,90,90,80,40
2,2,2,100,99,99,98,8
1,-1,-1,74,89,16,67,23
1,2,2,99,97,100,96,96
2,-1,-1,76,94,87,92,2
1,2,1,89,79,84,73,88
1,-1,-1,70,71,69,71,69
2,-1,-1,3,88,69,6,1
1,2,2,70,50,50,50,50
2,-1,-1,50,50,50,50,39
1,2,2,91,88,91,91,91
1,2,1,66,53,63,52,66
1,-1,-1,99,100,98,99,51
1,2,1,86,83,83,75,6
1,-1,-1,75,70,76,76,50
1,2,1,78,83,82,90,75
1,-1,-1,79,74,70,51,50
1,-1,-1,98,99,99,99,70
1,-1,-1,70,70,64,70,55
2,2,2,70,74,66,66,11
1,2,1,3,0,1,3,2
1,2,1,50,0,2,7,48
2,2,1,89,100,49,79,1
1,2,2,81,91,71,70,69
1,-1,-1,85,82,83,80,2
2,-1,-1,99,100,100,97,49
1,-1,-1,100,100,100,100,100
2,2,2,60,100,56,90,0
2,1,2,99,99,99,99,69
2,2,2,69,74,9,48,0
1,-1,-1,97,97,96,94,51
2,2,2,60,61,69,99,56
1,-1,-1,48,69,49,69,10
2,2,2,81,89,69,70,9
1,-1,-1,-7,71,69,53,50
1,1,2,87,46,47,41,40
1,-1,-1,26,75,25,36,8
2,1,1,54,56,57,55,27
1,-1,-1,75,22,72,50,50
2,-1,-1,77,79,79,79,41
1,-1,-1,75,75,75,70,60
2,2,2,57,50,48,49,58
1,-1,-1,78,77,81,74,100
1,2,1,99,66,100,96,100
1,1,1,84,51,86,88,50
1,2,1,77,62,91,37,34
1,-1,-1,61,90,70,88,0
1,2,2,100,98,97,100,100
1,-1,-1,85,100,60,100,0
2,2,2,56,76,46,50,39
2,1,2,85,88,85,79,66
1,2,2,64,65,64,63,71
2,-1,-1,80,80,80,80,50
2,2,1,51,51,51,50,50
1,-1,-1,72,75,72,69,72
1,-1,-1,100,80,90,100,91
2,-1,-1,50,-7,50,50,1
1,-1,-1,60,51,70,80,61
1,1,2,81,96,89,70,7
1,2,2,100,100,96,100,97
2,-1,-1,80,80,75,80,50
1,-1,-1,45,74,40,70,28
2,1,1,52,55,95,59,59
1,-1,-1,91,91,80,90,91
1,-1,-1,100,50,61,40,80
1,2,1,100,100,100,99,98
1,2,2,100,50,100,100,100
2,2,1,86,81,71,81,16
1,-1,-1,100,27,70,55,50
1,2,1,92,81,89,91,51
1,2,1,50,50,50,51,47
2,2,2,50,50,50,50,46
1,-1,-1,98,100,100,100,100
1,-1,-1,100,100,100,100,100
1,2,1,84,85,84,86,80
1,2,1,95,90,95,89,90
1,-1,-1,58,60,60,56,61
1,2,1,55,56,56,56,56
1,-1,-1,50,50,50,50,50
2,-1,-1,85,84,91,91,41
1,2,2,99,100,99,98,100
1,-1,-1,70,70,71,69,59
1,2,2,100,97,99,97,73
1,-1,-1,90,90,78,91,91
1,2,2,95,63,94,82,85
1,2,1,71,73,66,78,9
1,-1,-1,66,74,69,59,53
1,-1,-1,17,86,44,97,50
1,2,2,51,50,53,50,51
1,2,1,99,99,99,99,88
1,-1,-1,50,50,50,50,50
1,2,2,60,55,64,54,30
1,-1,-1,50,50,50,50,50
1,-1,-1,70,67,72,72,73
2,2,2,99,94,92,96,38
1,-1,-1,98,95,94,96,85
1,-1,-1,88,72,76,64,63
1,-1,-1,100,99,100,90,66
1,-1,-1,96,67,89,88,86
1,2,2,50,51,50,50,52
1,2,1,91,52,86,80,87
1,-1,-1,99,99,86,85,70
1,2,1,62,71,72,72,50
1,-1,-1,40,69,49,59,51
1,1,1,94,94,91,94,10
1,-1,-1,50,78,49,27,4
1,1,1,94,96,91,82,71
1,-1,-1,71,71,70,71,50
2,2,1,50,50,50,50,50
1,-1,-1,100,60,100,100,100
1,-1,-1,96,85,96,98,77
2,2,2,90,90,41,31,4
1,2,1,50,50,50,50,50
2,-1,-1,92,96,70,81,52
1,2,2,72,73,58,37,36
1,-1,-1,70,50,76,86,70
1,2,2,59,96,5,16,23
1,-1,-1,69,73,80,99,86
1,2,2,53,72,12,47,14
1,2,1,71,89,70,70,71
1,-1,-1,96,71,96,95,95
1,-1,-1,100,50,100,100,100
1,2,2,51,50,50,50,50
2,-1,-1,100,100,100,100,0
1,-1,-1,51,70,40,50,0
1,-1,-1,80,80,80,80,80
1,2,1,2,99,88,94,3
1,2,1,90,79,85,90,80
1,-1,-1,89,90,75,90,60
1,2,1,50,50,50,50,10
1,-1,-1,54,59,50,53,51
1,1,2,50,97,72,44,41
2,2,1,80,80,80,80,31
1,2,2,88,89,89,89,87
1,-1,-1,70,70,70,70,70
1,-1,-1,55,59,50,56,50
2,1,2,95,84,98,100,51
1,-1,-1,51,50,51,52,50
2,-1,-1,97,100,100,96,100
1,2,1,82,79,79,86,34
1,-1,-1,77,16,94,100,84
1,2,1,89,50,82,91,75
1,-1,-1,97,97,97,97,97
1,2,2,80,95,70,75,71
1,2,1,70,86,81,68,53
1,-1,-1,69,59,53,69,51
1,-1,-1,71,70,71,61,70
2,-1,-1,85,87,82,81,15
2,2,1,96,97,96,96,36
1,-1,-1,57,60,59,55,50
1,-1,-1,71,60,70,71,71
1,2,2,34,88,32,51,21
1,2,2,91,89,90,100,50
1,-1,-1,100,100,100,100,100
1,-1,-1,81,81,81,80,80
1,2,1,94,95,94,95,62
1,2,1,100,82,93,100,100
1,2,2,51,59,50,49,43
1,-1,-1,50,50,50,50,50
1,2,1,50,49,53,66,53
1,-1,-1,89,89,90,95,79
1,2,2,98,98,98,99,98
1,-1,-1,60,60,60,60,19
1,-1,-1,50,61,62,42,57
1,2,1,92,86,93,94,94
1,2,2,98,50,99,96,98
1,2,2,72,78,73,73,29
1,-1,-1,63,95,80,76,77
2,2,1,51,53,50,56,52
1,-1,-1,98,96,98,97,93
1,2,2,50,21,50,51,51
1,-1,-1,96,96,93,96,89
1,2,2,94,90,91,91,90
1,-1,-1,82,98,93,78,81
1,2,2,3,100,61,50,14
1,-1,-1,70,59,69,74,52
2,2,2,92,100,90,98,12
1,-1,-1,65,69,56,56,63
1,2,1,74,81,68,56,47
1,2,1,2,98,56,12,1
2,1,2,85,99,95,90,60
1,-1,-1,75,75,50,75,15
1,2,2,83,76,83,77,77
1,2,2,80,59,41,39,81
1,2,1,80,80,83,79,84
2,2,1,91,94,40,94,3
1,-1,-1,70,41,71,71,74
2,2,2,95,95,95,95,91
-7,-7,2,50,50,50,50,2
2,-1,-1,68,62,47,53,28
1,2,2,94,95,96,94,69
1,2,1,80,80,80,90,30
2,-1,-1,52,80,41,25,28
1,-1,-1,87,81,72,89,60
1,2,1,95,95,95,96,95
2,-1,-1,66,99,70,46,34
2,2,1,50,50,50,50,50
1,-1,-1,83,79,76,79,65
1,-1,-1,84,97,74,61,15
1,2,2,88,88,88,88,89
1,-1,-1,50,51,53,51,52
1,1,2,50,50,50,51,20
1,-1,-1,99,99,100,99,91
1,2,1,56,84,44,44,25
1,-1,-1,100,50,100,100,99
1,2,1,100,100,100,100,100
1,-1,-1,90,91,90,90,71
1,-1,-1,51,50,50,50,50
1,2,1,100,100,100,100,100
1,2,2,70,70,70,69,18
1,-1,-1,79,86,87,78,80
2,1,2,79,84,78,79,21
1,-1,-1,71,80,70,75,71
1,-1,-1,85,87,78,77,75
1,2,1,69,71,66,71,65
2,1,1,60,99,60,91,2
1,-1,-1,50,51,50,51,51
1,-1,-1,41,51,50,70,41
1,2,1,94,58,87,93,89
1,-1,-1,50,50,50,50,42
1,-1,-1,99,70,76,78,59
1,2,1,87,86,87,84,86
2,1,2,51,53,51,50,1
2,-1,-1,100,100,94,93,72
1,-1,-1,72,70,70,70,71
1,2,1,55,60,53,55,51
1,1,2,97,96,99,97,43
2,-1,-1,48,60,49,70,0
1,-1,-1,99,100,100,100,98
1,2,2,63,56,60,63,51
2,-1,-1,98,99,99,99,30
1,-1,-1,55,51,51,50,16
2,2,2,100,100,98,100,1
1,-1,-1,69,98,97,75,34
2,-1,-1,99,100,100,99,5
1,2,2,100,100,100,100,100
1,2,1,50,44,51,60,56
2,2,2,34,38,21,25,10
2,2,1,100,99,100,100,52
1,-1,-1,50,50,49,48,53
1,-1,-1,51,51,51,51,51
1,-1,-1,90,77,78,54,50
1,-1,-1,52,53,53,51,53
2,2,2,41,50,40,42,20
2,2,1,97,98,98,99,85
2,-1,-1,50,50,50,50,50
1,-1,-1,77,77,83,88,75
1,-1,-1,92,82,91,85,86
2,1,2,64,73,63,73,29
1,2,1,77,88,85,62,29
1,2,2,99,80,98,72,91
2,2,1,97,97,97,97,97
1,2,2,74,59,84,82,63
1,2,1,91,82,85,85,80
1,2,1,97,85,97,77,97
1,2,2,60,60,60,40,40
1,-1,-1,95,91,98,98,94
1,2,1,97,95,97,98,89
2,-1,-1,2,75,3,10,3
1,2,1,95,86,94,88,89
1,-1,-1,57,51,15,10,51
1,2,2,59,61,52,47,31
1,2,1,75,75,75,75,50
2,-1,-1,99,97,99,99,76
2,2,1,73,86,74,72,2
1,-1,-1,89,74,87,90,84
1,-1,-1,50,50,50,51,50
1,-1,-1,76,98,78,50,50
2,2,1,73,87,66,92,66
1,2,1,91,91,98,100,94
1,2,1,64,89,69,66,51
1,1,2,50,50,50,50,50
1,-1,-1,60,63,60,61,49
1,2,2,92,82,95,97,86
1,2,2,70,69,71,69,69
1,-1,-1,63,43,63,68,54
1,-1,-1,97,97,93,97,6
2,-1,-1,50,50,50,50,15
1,2,1,83,44,52,50,36
1,-1,-1,51,51,51,51,51
1,2,1,100,100,100,100,100
1,2,1,96,88,92,91,94
1,-1,-1,50,50,50,50,50
1,2,1,90,87,91,89,90
1,2,1,75,73,74,73,51
1,-1,-1,100,100,93,100,3
1,-1,-1,93,86,86,82,82
1,2,1,97,2,91,91,79
2,-1,-1,69,70,68,68,32
1,2,2,50,70,52,72,6
1,2,2,100,99,98,97,99
1,-1,-1,63,81,73,79,57
1,2,1,70,71,71,69,21
2,-1,-1,52,50,44,51,51
1,2,1,100,80,99,99,93
2,1,2,82,89,63,86,0
1,2,1,100,66,91,100,97
1,-1,-1,12,80,55,41,3
1,2,1,85,87,85,84,84
1,-1,-1,70,53,70,70,50
1,-1,-1,72,93,81,78,80
1,2,2,91,80,98,94,72
2,-1,-1,50,50,50,50,11
2,2,1,50,50,50,50,50
1,-1,-1,100,100,99,100,100
2,2,1,84,84,81,83,42
1,2,1,50,50,50,50,50
1,-1,-1,81,80,81,79,81
1,-1,-1,70,65,70,65,70
2,1,2,50,50,50,50,31
1,-1,-1,22,70,86,86,84
1,2,1,73,66,69,69,59
2,2,1,100,100,100,100,2
1,2,2,83,84,71,99,78
1,-1,-1,97,99,97,96,65
1,-1,-1,93,94,93,93,30
2,-1,-1,95,99,95,94,35
1,2,1,1,85,24,50,2
1,2,2,100,71,87,81,75
2,2,1,95,87,94,88,74
1,2,2,97,81,97,98,96
1,-1,-1,79,79,78,79,79
2,2,2,54,53,54,54,50
1,-1,-1,73,71,73,69,71
1,2,1,96,94,96,96,41
1,2,2,77,70,87,78,77
1,-1,-1,71,70,70,67,47
1,2,2,83,78,85,83,83
2,-1,-1,99,99,99,98,0
1,2,2,90,75,77,71,65
2,-1,-1,89,88,90,91,88
2,1,2,100,100,100,100,40
1,2,1,72,98,50,51,2
1,2,1,50,51,54,38,46
1,2,2,70,72,55,51,66
2,2,2,95,99,42,95,1
1,-1,-1,72,75,72,90,72
1,2,1,100,88,98,98,99
2,-1,-1,81,80,61,76,6
1,-1,-1,100,100,100,100,2
2,2,1,51,50,50,50,16
1,1,2,50,99,100,100,51
1,-1,-1,59,69,64,61,62
1,2,1,96,94,91,97,94
1,2,1,50,50,50,50,50
1,-1,-1,90,91,91,91,89
2,-1,-1,90,90,80,90,50
2,-1,-1,90,90,90,90,90
2,2,2,50,50,41,50,0
1,2,2,59,61,59,61,44
1,-1,-1,90,90,90,89,88
2,1,2,77,76,64,76,44
1,-1,-1,51,51,51,52,30
1,-1,-1,40,74,58,74,56
1,2,1,51,50,51,48,10
1,2,2,91,72,92,94,91
2,-1,-1,55,56,42,46,36
1,2,1,100,100,100,100,100
2,-1,-1,86,86,78,86,71
1,-1,-1,100,100,97,99,3
1,2,2,81,79,63,61,63
1,-1,-1,74,95,65,78,19
1,-1,-1,91,68,93,84,94
1,-1,-1,51,53,51,66,59
2,1,2,92,98,92,98,0
1,2,1,70,91,63,90,30
1,-1,-1,71,50,90,40,80
1,-1,-1,51,52,51,50,51
1,2,1,88,86,89,88,88
1,2,1,82,80,81,81,81
1,2,1,50,50,50,50,50
2,-1,-1,96,95,95,96,71
2,-1,-1,59,48,41,49,38
1,-1,-1,100,100,99,99,98
1,2,2,50,50,50,50,51
1,-1,-1,72,78,74,74,5
2,-1,-1,96,99,99,99,1
1,2,1,52,42,52,50,52
1,-1,-1,74,69,77,69,53
2,-1,-1,50,50,50,50,40
1,2,2,74,52,52,75,52
1,2,1,100,100,100,100,100
1,2,1,50,55,59,43,50
2,2,1,78,81,78,81,64
1,-1,-1,50,50,50,50,50
1,2,2,83,97,50,44,25
1,1,2,70,53,99,74,99
1,1,1,50,50,50,50,50
2,-1,-1,100,99,54,65,47
1,2,1,89,90,90,90,89
1,-1,-1,68,72,72,72,78
2,2,2,100,100,97,99,53
2,-1,-1,63,71,64,66,3
1,2,2,85,84,87,81,83
1,-1,-1,36,96,47,52,22
2,-1,-1,80,83,88,80,49
1,-1,-1,79,72,84,60,50
1,2,1,50,50,50,50,50
1,2,2,73,69,69,68,69
2,-1,-1,97,97,93,99,18
1,2,1,79,84,88,83,79
1,-1,-1,90,40,89,90,89
1,2,2,75,76,70,74,70
1,-1,-1,98,79,99,97,88
2,-1,-1,61,8,0,14,4
2,2,2,100,100,100,100,50
1,2,1,75,30,84,90,60
1,2,1,100,100,100,100,100
1,-1,-1,46,46,75,50,58
2,2,2,52,27,41,53,31
1,2,1,75,90,81,85,75
1,-1,-1,63,67,50,50,16
1,-1,-1,70,52,67,68,68
1,-1,-1,99,100,94,86,3
2,2,2,96,81,77,85,3
1,2,1,53,51,52,53,51
1,-1,-1,76,100,99,85,70
2,2,1,100,100,100,100,0
1,2,1,86,86,86,86,86
2,-1,-1,100,82,98,69,7
1,-1,-1,96,85,84,86,87
1,2,1,51,62,51,50,51
2,-1,-1,92,78,88,88,90
2,2,2,81,81,71,80,6
1,2,1,95,81,76,90,71
1,1,2,100,100,100,100,40
2,-1,-1,75,88,82,97,30
2,1,2,78,72,63,69,7
1,-1,-1,51,52,52,51,51
1,1,2,65,66,63,62,60
2,2,1,84,84,84,86,9
1,-1,-1,50,50,50,50,50
2,1,2,84,87,53,78,1
1,-1,-1,95,87,84,81,69
2,-1,-1,66,88,98,93,88
2,-1,-1,99,99,99,99,29
1,2,1,80,81,80,80,60
1,2,2,80,80,80,81,78
2,1,2,100,99,90,100,61
1,-1,-1,91,89,89,90,85
1,-1,-1,100,100,100,100,100
1,1,2,94,78,80,79,71
2,1,2,91,84,90,88,68
1,2,1,21,62,17,46,33
2,-1,-1,96,92,92,94,1
1,2,1,100,100,100,100,33
1,1,2,59,86,72,63,4
1,-1,-1,79,71,60,60,52
1,2,1,46,96,56,76,31
2,-1,-1,59,64,5,11,2
1,-1,-1,85,65,65,65,65
1,-1,-1,99,100,98,98,35
2,2,2,50,52,47,50,32
1,2,2,100,100,100,100,100
1,2,1,100,95,100,100,99
1,-1,-1,50,50,50,50,50
1,-1,-1,95,95,95,84,80
1,-1,-1,98,55,75,62,41
2,2,1,99,98,98,98,50
2,2,2,50,51,50,50,51
1,2,1,73,60,75,92,65
1,-1,-1,51,50,31,31,20
1,-1,-1,61,60,60,60,0
1,2,2,43,41,58,56,42
2,2,2,71,79,75,92,50
1,-1,-1,60,80,60,80,50
1,-1,-1,84,90,75,86,71
1,-1,-1,72,61,70,70,71
1,2,1,51,51,51,51,51
2,1,2,100,92,73,94,4
1,2,1,82,72,75,76,66
2,-1,-1,84,81,50,57,8
2,-1,-1,100,100,51,100,2
1,-1,-1,50,51,1,6,0
1,2,2,71,100,56,56,31
1,-1,-1,100,41,100,99,100
1,2,2,90,90,80,80,30
1,-1,-1,75,75,76,74,73
2,2,2,97,53,46,57,48
2,-1,-1,95,94,95,98,93
1,2,2,95,86,85,84,84
2,-1,-1,58,62,54,57,59
1,-1,-1,95,42,52,49,51
1,2,2,97,100,100,99,90
2,-1,-1,50,72,58,69,34
1,-1,-1,90,90,84,84,87
2,-1,-1,62,66,60,71,63
1,-1,-1,50,51,52,51,53
1,-1,-1,3,99,2,9,2
2,2,2,100,100,99,100,99
1,2,2,8,69,41,81,25
1,2,2,100,100,100,100,93
1,-1,-1,90,90,90,91,90
1,2,1,100,95,100,100,100
2,-1,-1,95,96,93,95,92
1,-1,-1,99,99,51,90,41
1,-1,-1,49,50,50,51,1
2,1,2,93,87,86,92,94
1,-1,-1,60,40,70,90,60
1,2,1,89,90,90,89,50
1,-1,-1,100,56,100,100,99
1,-1,-1,65,60,70,66,51
2,-1,-1,88,52,81,94,49
2,2,2,20,88,16,9,17
1,2,2,100,100,100,100,72
2,-1,-1,100,100,96,100,81
1,-1,-1,68,72,60,71,50
2,1,2,27,3,3,5,2
1,2,2,0,100,6,98,3
1,-1,-1,100,100,100,100,100
1,2,1,95,94,97,94,68
1,-1,-1,78,85,88,75,31
2,2,1,100,95,100,100,60
1,2,1,85,87,87,89,49
2,-1,-1,30,70,41,80,0
1,2,2,80,100,100,100,20
1,-1,-1,100,100,100,100,78
1,2,1,52,50,53,50,51
1,2,2,87,80,89,84,86
1,-1,-1,69,69,67,69,50
1,2,2,66,60,67,63,52
1,-1,-1,62,48,78,86,76
2,-1,-1,100,100,100,100,52
1,2,1,95,79,95,100,99
1,2,1,80,80,80,80,80
1,2,2,82,86,84,84,79
1,-1,-1,98,97,98,100,27
2,-1,-1,100,100,91,97,54
2,2,1,97,99,97,100,100
1,-1,-1,63,99,50,60,12
1,-1,-1,80,71,80,88,66
1,2,2,3,60,2,20,11
1,2,1,81,81,93,70,63
2,-1,-1,100,70,92,90,85
1,2,1,72,62,94,70,53
1,-1,-1,89,89,72,84,88
2,1,1,46,50,60,57,62
1,2,1,16,100,28,85,5
1,-1,-1,46,47,47,47,34
1,-1,-1,55,59,55,53,46
1,2,1,11,89,21,9,5
1,-1,-1,57,52,56,50,48
1,-1,-1,82,79,82,86,67
1,-1,-1,77,75,68,44,42
1,2,1,52,52,52,51,51
2,2,1,54,55,51,53,53
1,-1,-1,50,89,51,89,5
1,-1,-1,80,95,85,85,50
1,-1,-1,70,62,63,54,66
1,2,1,63,59,60,44,50
1,2,1,60,43,51,57,50
1,-1,-1,46,44,61,52,54
2,-1,-1,100,100,100,100,41
1,1,2,100,63,82,79,91
1,2,2,73,75,72,66,70
2,-1,-1,100,100,100,99,16
2,-1,-1,49,66,49,47,42
1,2,1,100,100,100,100,99
2,-1,-1,50,50,51,50,50
1,1,1,100,99,100,100,100
2,1,1,98,99,98,100,42
1,-1,-1,50,50,85,85,85
1,-1,-1,100,100,100,100,100
2,-1,-1,54,50,58,53,21
1,2,1,63,55,99,54,1
1,-1,-1,99,97,99,98,98
2,1,2,8,80,25,39,15
1,2,1,82,39,65,52,50
1,-1,-1,56,56,56,52,50
1,-1,-1,100,31,100,100,100
2,-1,-1,86,83,84,90,1
1,2,1,72,70,69,70,70
1,-1,-1,75,97,82,99,5
1,-1,-1,52,83,60,59,0
1,2,1,91,77,81,88,75
1,-1,-1,65,76,71,71,50
1,2,2,49,47,46,50,51
2,-1,-1,52,53,50,54,53
2,2,2,94,97,97,96,94
1,-1,-1,52,78,24,8,2
1,2,1,60,61,61,57,50
1,-1,-1,70,70,70,70,0
1,-1,-1,50,90,59,75,89
1,2,1,95,98,88,98,72
1,-1,-1,84,55,94,85,68
1,2,1,100,100,100,100,0
1,2,2,64,46,63,55,69
1,-1,-1,90,66,94,94,88
1,-1,-1,50,50,53,51,20
1,2,1,90,38,91,91,92
1,-1,-1,94,90,91,99,88
2,-1,-1,50,100,51,50,20
1,1,2,100,100,100,100,21
1,2,1,96,49,95,94,94
1,1,2,11,99,28,60,27
1,-1,-1,61,40,81,60,51
1,-1,-1,83,86,88,82,76
1,2,2,91,86,48,72,0
1,2,1,50,50,51,51,31
1,-1,-1,91,99,100,91,10
1,-1,-1,71,100,50,40,19
1,2,2,70,51,50,49,49
1,-1,-1,77,75,98,73,53
1,-1,-1,89,95,100,96,70
1,-1,-1,100,98,100,48,49
2,2,2,84,70,88,81,69
2,-1,-1,56,55,55,61,54
2,2,2,85,84,81,85,20
1,-1,-1,90,99,89,89,89
1,1,2,33,52,52,40,49
1,-1,-1,63,69,66,61,95
1,2,2,100,100,100,100,100
1,1,2,80,72,76,71,73
1,-1,-1,79,96,70,87,70
2,2,1,95,97,99,98,51
1,2,1,99,89,94,99,88
2,2,1,100,100,100,100,50
1,-1,-1,52,56,56,63,66
1,2,2,51,50,78,49,51
2,-1,-1,44,56,50,41,52
1,-1,-1,85,70,85,70,80
1,2,1,90,87,91,90,86
1,2,2,50,50,6,24,12
2,-1,-1,80,80,80,80,50
1,-1,-1,50,50,50,50,50
1,-1,-1,50,50,50,50,1
1,-1,-1,50,50,50,50,50
2,2,2,46,53,50,31,50
1,-1,-1,90,41,70,74,85
1,-1,-1,99,70,91,70,76
2,-1,-1,50,100,29,37,11
2,-1,-1,90,89,79,81,80
1,-1,-1,100,93,100,100,100
2,2,2,88,86,80,64,65
2,-1,-1,91,89,90,81,52
1,-1,-1,40,50,50,80,21
1,-1,-1,96,78,64,45,49
2,-1,-1,72,74,61,63,65
2,2,1,50,91,76,100,50
1,2,2,100,89,57,40,73
1,-1,-1,87,85,85,82,77
2,-1,-1,51,51,51,50,33
1,1,2,49,51,51,56,50
1,-1,-1,78,50,88,74,52
1,-1,-1,100,100,100,100,52
1,2,2,99,69,100,65,55
1,2,1,96,100,66,57,1
1,-1,-1,61,60,62,63,66
2,2,1,96,100,91,96,51
2,-1,-1,50,51,52,51,4
1,-1,-1,66,66,53,60,65
1,2,1,100,99,100,100,99
1,-1,-1,69,72,73,99,52
2,2,2,97,95,93,96,55
1,-1,-1,79,6,56,91,82
1,2,1,84,84,84,84,16
2,-1,-1,70,70,70,70,50
1,-1,-1,85,54,90,76,61
2,1,1,53,53,53,77,53
2,-1,-1,81,95,70,95,50
1,-1,-1,98,35,29,12,55
2,-1,-1,60,69,66,77,75
1,-1,-1,100,100,100,100,100
2,-1,-1,100,100,100,100,100
1,2,1,85,85,85,85,80
2,2,2,91,90,51,90,80
2,1,2,60,60,60,60,0
2,-1,-1,46,39,27,38,54
1,2,1,50,50,50,50,15
1,-1,-1,51,50,50,51,51
1,-1,-1,30,38,30,31,0
1,-1,-1,80,83,82,54,59
1,2,1,66,43,50,50,50
2,2,2,70,71,71,69,0
1,2,1,93,41,87,87,67
1,-1,-1,61,72,61,71,53
1,-1,-1,75,75,78,77,51
2,-1,-1,100,100,100,100,52
2,-1,-1,60,76,51,59,19
1,2,1,88,96,97,84,94
1,-1,-1,89,98,60,59,30
1,2,1,50,100,46,49,38
1,2,1,67,51,70,55,28
1,-1,-1,84,85,89,85,85
1,2,1,75,75,75,74,22
1,2,2,100,100,100,100,100
1,-1,-1,99,81,66,65,50
1,-1,-1,53,52,51,50,56
2,-7,2,95,95,95,100,51
1,-1,-1,96,90,85,91,90
1,2,1,99,99,99,99,55
2,-1,-1,51,50,51,51,40
2,2,2,60,71,50,70,0
1,-1,-1,70,70,69,72,69
1,2,-7,98,78,90,94,83
1,-1,-1,51,51,50,52,50
1,2,2,92,90,90,88,90
1,-1,-1,97,80,100,98,99
1,-1,-1,82,64,67,55,25
1,2,2,99,12,99,99,98
2,2,2,56,54,45,41,48
2,2,1,79,79,80,80,50
1,-1,-1,97,79,71,62,86
1,-1,-1,52,52,53,53,52
1,1,1,86,20,99,47,17
2,-1,-1,100,100,100,100,100
1,2,2,100,67,99,100,100
1,2,2,60,81,50,38,41
1,-1,-1,41,41,40,59,41
1,-1,-1,99,100,95,91,82
1,-1,-1,97,100,43,83,65
2,2,1,48,96,38,86,33
1,2,1,68,68,68,70,64
1,-1,-1,68,88,45,56,1
1,2,2,60,67,60,72,61
1,-1,-1,68,58,64,75,82
2,-1,-1,61,99,29,51,9
1,-1,-1,93,92,96,95,85
1,2,1,100,100,100,100,100
1,-1,-1,71,71,71,71,71
1,-1,-1,50,62,57,61,59
1,-1,-1,63,74,50,70,41
1,2,1,100,100,100,100,100
1,2,1,98,98,95,98,96
2,-1,-1,79,80,77,79,71
1,2,1,69,64,65,63,72
1,2,2,50,50,50,50,50
1,2,2,70,56,69,68,60
1,2,1,100,69,94,100,95
2,-1,-1,100,100,100,100,51
2,-1,-1,74,76,76,73,73
1,2,1,82,44,69,66,60
2,-1,-1,43,69,6,4,5
1,2,1,50,50,50,50,50
2,-1,-1,100,88,86,93,99
-7,-1,-1,67,70,70,74,33
1,-1,-1,76,74,94,92,69
1,2,2,45,50,34,50,17
1,-1,-1,55,57,68,52,53
1,-1,-1,48,0,49,49,48
1,2,1,71,99,51,88,51
1,2,1,51,50,50,51,50
1,-1,-1,100,50,100,100,100
2,2,2,94,88,82,68,10
1,-1,-1,7,88,8,78,0
1,2,1,100,89,91,81,72
1,-1,-1,92,75,64,72,83
1,2,1,73,72,72,75,53
1,2,1,66,66,43,53,41
2,1,2,84,89,86,90,86
1,-1,-1,90,43,88,86,86
1,2,2,90,90,90,90,40
1,-1,-1,88,90,91,91,88
1,2,2,82,92,59,70,15
2,-1,-1,94,84,51,61,74
1,-1,-1,90,100,92,65,40
2,-1,-1,50,50,50,50,4
1,-1,-1,100,78,100,100,97
2,2,1,79,94,74,75,1
1,-1,-1,97,86,100,99,85
1,1,2,51,91,61,52,100
1,-1,-1,50,50,50,50,31
1,2,1,55,40,78,71,38
2,-1,-1,53,53,51,51,1
1,2,2,72,77,79,85,81
1,-1,-1,67,70,68,69,3
1,-1,-1,100,94,100,100,100
2,2,2,50,53,47,50,3
1,-1,-1,50,51,50,50,52
1,2,2,67,66,69,79,16
1,-1,-1,100,50,51,48,19
2,-1,-1,85,85,86,85,85
2,2,1,85,90,80,85,80
2,2,2,79,98,57,59,4
2,-1,-1,19,47,11,62,31
1,2,1,52,53,52,42,53
2,1,2,82,94,59,63,22
1,-1,-1,81,100,16,71,0
2,-1,-1,53,73,80,62,44
1,2,2,48,51,59,51,51
1,-1,-1,46,91,50,50,52
2,-1,-1,58,60,60,56,55
1,-1,-1,100,98,100,72,87
1,-1,-1,47,64,48,64,42
2,-1,-1,100,100,100,100,50
1,2,1,50,50,50,50,50
2,-1,-1,52,50,50,50,39
1,2,1,41,87,60,56,40
1,-1,-1,100,100,100,100,100
1,2,2,80,63,67,43,42
1,-1,-1,50,51,46,45,41
1,-1,-1,77,78,84,85,73
2,2,2,9,96,6,6,3
1,2,1,76,76,73,77,51
2,-1,-1,50,50,50,50,50
1,-1,-1,88,47,88,57,63
1,2,2,50,69,57,44,7
1,2,2,71,70,70,70,68
1,1,2,97,95,95,95,88
1,-1,-1,50,50,50,50,0
1,2,1,53,90,52,51,50
1,2,2,63,64,57,54,46
1,2,1,42,50,51,50,41
1,-1,-1,100,100,100,47,1
1,2,1,83,75,88,88,94
1,-1,-1,88,81,72,81,77
2,-1,-1,69,91,63,62,1
1,1,1,13,63,16,8,11
1,2,1,87,52,91,85,84
1,-1,-1,94,91,97,99,98
1,2,1,51,51,50,50,48
1,2,2,11,36,87,61,13
1,2,2,100,73,100,79,82
1,-1,-1,98,95,94,96,94
